pak_offset	unc	path
249177839	1802	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_01.MESH
249178503	2008	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_01_THUMBNAIL.JPG
249180519	2414	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_02.MESH
249181340	1833	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_02_THUMBNAIL.JPG
249183181	3026	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_03.MESH
249184262	2215	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_03_THUMBNAIL.JPG
249186485	1742	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_04.MESH
249187077	1375	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_GRAVEL_SPLAT_BIG_04_THUMBNAIL.JPG
249188460	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01A.MESH
249188682	1981	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01A_THUMBNAIL.JPG
249190671	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01B.MESH
249190895	1974	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01B_THUMBNAIL.JPG
249192877	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01C.MESH
249193107	1978	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01C_THUMBNAIL.JPG
249195093	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01D.MESH
249195327	1976	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_01D_THUMBNAIL.JPG
249197311	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02A.MESH
249197533	1982	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02A_THUMBNAIL.JPG
249199523	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02B.MESH
249199747	1992	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02B_THUMBNAIL.JPG
249201747	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02C.MESH
249201977	1981	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02C_THUMBNAIL.JPG
249203966	411	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02D.MESH
249204200	1974	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_02D_THUMBNAIL.JPG
249206182	921	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONCAVE_01.MESH
249206533	1071	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONCAVE_01_THUMBNAIL.JPG
249207612	717	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONCAVE_02.MESH
249207956	1013	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONCAVE_02_THUMBNAIL.JPG
249208977	1839	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONVEX_01.MESH
249209594	1610	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_CONVEX_01_THUMBNAIL.JPG
249211212	309	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_DIAGONAL_01.MESH
249211422	1767	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_LAKE_BED_DIAGONAL_01_THUMBNAIL.JPG
249213197	622	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_01.MESH
249213494	1696	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_01_THUMBNAIL.JPG
249215198	1132	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_02.MESH
249215666	1772	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_02_THUMBNAIL.JPG
249217446	1234	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_03.MESH
249217946	1569	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_EDGE_SPLAT_03_THUMBNAIL.JPG
249219523	410	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_01.MESH
249219810	1969	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_01_THUMBNAIL.JPG
249221787	614	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_02.MESH
249222146	2423	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_02_THUMBNAIL.JPG
249224577	614	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_03.MESH
249224895	2278	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_03_THUMBNAIL.JPG
249227181	520	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_04.MESH
249227453	1839	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_04_THUMBNAIL.JPG
249229300	520	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_05.MESH
249229579	1612	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_REDROCK_SPLAT_05_THUMBNAIL.JPG
249231199	407	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SANDSPLAT_01.MESH
249231440	2109	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SANDSPLAT_01_THUMBNAIL.JPG
249233557	407	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SANDSPLAT_02.MESH
249233810	1930	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SANDSPLAT_02_THUMBNAIL.JPG
249235748	2917	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_01.MESH
249236583	2079	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_01_THUMBNAIL.JPG
249238670	4161	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_2HIGH_01.MESH
249239771	1919	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_2HIGH_01_THUMBNAIL.JPG
249241698	3421	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_CONCAVE_01.MESH
249242612	2210	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_CONCAVE_01_THUMBNAIL.JPG
249244830	2925	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_CONVEX_01.MESH
249245691	1931	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_CONVEX_01_THUMBNAIL.JPG
249247630	4558	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_PASS_01.MESH
249248896	1688	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_PASS_01_THUMBNAIL.JPG
249250592	5015	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_RIDGE_01.MESH
249251960	2141	MEDIA/LEVELSETS/Z2DESERT/NOSHADOW_DESERT_SLOPE_RIDGE_01_THUMBNAIL.JPG
249254109	174904	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_01.DDS
249362598	174904	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_01.DDS
249431516	105391	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_01.MESH
249464063	1126	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_01_COLLISION.MESH
249464411	2196	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_01_THUMBNAIL.JPG
249466615	224570	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_02.MESH
249536615	4774	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_02_COLLISION.MESH
249537914	1867	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONCAVE_02_THUMBNAIL.JPG
249539789	174904	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_01.DDS
249594759	90171	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_01.MESH
249622519	1240	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_01_COLLISION.MESH
249622922	1973	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_01_THUMBNAIL.JPG
249624903	224912	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_02.MESH
249694914	4774	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_02_COLLISION.MESH
249696150	1762	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_CONVEX_02_THUMBNAIL.JPG
249697920	112622	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_STRAIGHT_01.MESH
249732799	1354	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_STRAIGHT_01_COLLISION.MESH
249733226	1964	MEDIA/LEVELSETS/Z2DESERT/ROCK_WALL_STRAIGHT_01_THUMBNAIL.JPG
249735198	349680	MEDIA/LEVELSETS/Z2DESERT/SAND_FLOOR_01.DDS
249803525	349680	MEDIA/LEVELSETS/Z2DESERT/SAND_FLOOR_BLANK_01.DDS
249923288	349680	MEDIA/LEVELSETS/Z2DESERT/SAND_FLOOR_PATH_01.DDS
250031744	349680	MEDIA/LEVELSETS/Z2DESERT/SAND_SPLAT_01.DDS
250223959	349680	MEDIA/LEVELSETS/Z2DESERT/Z2_BONE_SPLAT_01.DDS
250420233	50604	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZECAP_01.MESH
250435959	2340	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZECAP_01_COLLISION.MESH
250436918	841	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZECAP_01_THUMBNAIL.JPG
250437767	14495	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_01.MESH
250442718	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_01_COLLISION.MESH
250443494	810	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_01_THUMBNAIL.JPG
250444312	7967	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_02.MESH
250447216	1422	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_02_COLLISION.MESH
250447832	16332	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_01.MESH
250452912	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_01_COLLISION.MESH
250453690	775	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_01_THUMBNAIL.JPG
250454473	13680	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_02.MESH
250459221	1422	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_02_COLLISION.MESH
250459842	7560	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_03.MESH
250462524	1422	MEDIA/LEVELSETS/Z2DESERT/Z2_BRONZERING_SMALL_03_COLLISION.MESH
250463154	2047	MEDIA/LEVELSETS/Z2DESERT/Z2_BRUSH_01.MESH
250464212	794	MEDIA/LEVELSETS/Z2DESERT/Z2_BRUSH_01_THUMBNAIL.JPG
250465014	2047	MEDIA/LEVELSETS/Z2DESERT/Z2_BRUSH_02.MESH
250466072	2655	MEDIA/LEVELSETS/Z2DESERT/Z2_BUSH_01.MESH
250467163	1615	MEDIA/LEVELSETS/Z2DESERT/Z2_BUSH_01_THUMBNAIL.JPG
250468786	3879	MEDIA/LEVELSETS/Z2DESERT/Z2_BUSH_02.MESH
250470286	849	MEDIA/LEVELSETS/Z2DESERT/Z2_BUSH_02_THUMBNAIL.JPG
250471143	2247	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSROW_01.MESH
250472052	2043	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSROW_02.MESH
250472858	2043	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSROW_03.MESH
250473721	1839	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSROW_04.MESH
250474515	2043	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSTUFT_01.MESH
250475298	1431	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSTUFT_02.MESH
250476227	1431	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSTUFT_03.MESH
250477014	1431	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASSTUFT_04.MESH
250477723	87536	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_01.DDS
250513700	1431	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_01.MESH
250514449	748	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_01_THUMBNAIL.JPG
250515205	349680	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_02.DDS
250679951	1023	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_02.MESH
250680455	1431	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_03.MESH
250681069	1023	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_04.MESH
250681639	1023	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_01.MESH
250682150	746	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_01_THUMBNAIL.JPG
250682904	819	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_02.MESH
250683320	1227	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_03.MESH
250683912	1227	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_04.MESH
250684543	819	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_05.MESH
250684983	819	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_06.MESH
250685429	1023	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_07.MESH
250685940	819	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_08.MESH
250686375	615	MEDIA/LEVELSETS/Z2DESERT/Z2_GRASS_SPLAT_09.MESH
250686696	349680	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE.DDS
250803365	2155	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_01.MATERIAL
250803625	54683	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_01.MESH
250820893	6883	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_01_COLLISION.MESH
250822981	788	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_01_THUMBNAIL.JPG
250823777	48563	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_BROKEN_01.MESH
250840436	10448	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_BROKEN_01_COLLISION.MESH
250843259	844	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BASE_BROKEN_01_THUMBNAIL.JPG
250844111	18983	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BOTTOM_01.MESH
250849577	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BOTTOM_01_COLLISION.MESH
250850360	951	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BOTTOM_01_THUMBNAIL.JPG
250851319	20819	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BOTTOM_02.MESH
250858276	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_BOTTOM_02_COLLISION.MESH
250859050	43856	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_DOOR.DDS
250866691	17415	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_MIDDLE_01.MESH
250872365	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_MIDDLE_01_COLLISION.MESH
250873151	881	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_MIDDLE_01_THUMBNAIL.JPG
250874040	22146	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_MIDDLE_02.MESH
250881250	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_MIDDLE_02_COLLISION.MESH
250882038	99156	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOP_01.MESH
250911263	5706	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOP_01_COLLISION.MESH
250912837	759	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOP_01_THUMBNAIL.JPG
250913604	42648	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOP_02.MESH
250927651	2646	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOP_02_COLLISION.MESH
250928558	349680	MEDIA/LEVELSETS/Z2DESERT/Z2_LIGHTHOUSE_TOWER.DDS
251069575	33518	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_01.MESH
251079382	2238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_01_COLLISION.MESH
251080214	618	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_01_THUMBNAIL.JPG
251080840	38924	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_02.MESH
251091981	2238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_02_COLLISION.MESH
251092872	31886	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_03.MESH
251102126	2238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_03_COLLISION.MESH
251103004	19238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_04.MESH
251108754	2238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_04_COLLISION.MESH
251109475	19238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_05.MESH
251115208	2238	MEDIA/LEVELSETS/Z2DESERT/Z2_LIMB_05_COLLISION.MESH
251115862	1098	MEDIA/LEVELSETS/Z2DESERT/Z2_PLANTS_MULTI_01.MATERIAL
251116099	6642	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_01.MESH
251118878	817	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_01_THUMBNAIL.JPG
251119703	7254	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_02.MESH
251122578	4704	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_03.MESH
251124384	5112	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_04.MESH
251126320	5010	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_05.MESH
251128362	3684	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_06.MESH
251129893	4806	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_07.MESH
251131828	5418	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_08.MESH
251134035	3684	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_09.MESH
251135598	2256	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_10.MESH
251136524	1236	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_11.MESH
251137122	3990	MEDIA/LEVELSETS/Z2DESERT/Z2_RUBBLE_12.MESH
251138798	1819	MEDIA/LEVELSETS/Z2DESERT/Z2_SHRUB_01.MESH
251139770	1819	MEDIA/LEVELSETS/Z2DESERT/Z2_SHRUB_02.MESH
251140784	1819	MEDIA/LEVELSETS/Z2DESERT/Z2_SHRUB_03.MESH
251141806	21074	MEDIA/LEVELSETS/Z2DESERT/Z2_STUMP_01.MESH
251147886	2748	MEDIA/LEVELSETS/Z2DESERT/Z2_STUMP_01_COLLISION.MESH
251148872	718	MEDIA/LEVELSETS/Z2DESERT/Z2_STUMP_01_THUMBNAIL.JPG
251149598	21074	MEDIA/LEVELSETS/Z2DESERT/Z2_STUMP_02.MESH
251155680	2748	MEDIA/LEVELSETS/Z2DESERT/Z2_STUMP_02_COLLISION.MESH
251156654	14079	MEDIA/LEVELSETS/Z2DESERT/Z2_THORNS_01.MESH
251161267	948	MEDIA/LEVELSETS/Z2DESERT/Z2_THORNS_01_THUMBNAIL.JPG
251162223	14079	MEDIA/LEVELSETS/Z2DESERT/Z2_THORNS_02.MESH
251166775	349680	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_01.DDS
251290716	68546	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_01.MESH
251308570	3768	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_01_COLLISION.MESH
251309711	689	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_01_THUMBNAIL.JPG
251310408	68546	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_02.MESH
251328653	3768	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_02_COLLISION.MESH
251329713	68954	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_03.MESH
251348084	3768	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_03_COLLISION.MESH
251349189	59978	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_04.MESH
251364964	3768	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_04_COLLISION.MESH
251366095	87536	MEDIA/LEVELSETS/Z2DESERT/Z2_TREE_STUMP_01.DDS
251389083	1839	MEDIA/LEVELSETS/Z2DESERT/Z2_WEED_01.MESH
251389869	858	MEDIA/LEVELSETS/Z2DESERT/Z2_WEED_01_THUMBNAIL.JPG
251390735	1839	MEDIA/LEVELSETS/Z2DESERT/Z2_WEED_02.MESH
251391526	212381	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_CORNER_01.PNG
251603986	212154	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_DOORWAY_01.PNG
251816219	145491	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_FLOOR_01.PNG
251961769	87536	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_FLOOR_NOSHADOW_01.DDS
251984988	189498	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_WALL_01.PNG
252174560	184882	MEDIA/LEVELSETS/Z2DESERT/ZERAPHI_WALL_02.PNG
252359516	5564	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_01.MESH
252361653	1422	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_01_COLLISION.MESH
252362197	714	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_01_THUMBNAIL.JPG
252362919	6788	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_02.MESH
252365361	5870	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_03.MESH
252367522	6788	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_04.MESH
252370027	5564	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_05.MESH
252372130	1839	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_CONVEX_01.MESH
252372988	1218	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_CONVEX_01_COLLISION.MESH
252373612	855	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_CONVEX_01_THUMBNAIL.JPG
252374475	6074	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_L_01.MESH
252376659	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_L_01_COLLISION.MESH
252377301	844	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_L_01_THUMBNAIL.JPG
252378153	5768	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_L_02.MESH
252380246	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_L_02_COLLISION.MESH
252380901	6074	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_R_01.MESH
252383125	1422	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_R_01_COLLISION.MESH
252383653	719	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_R_01_THUMBNAIL.JPG
252384380	5768	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_R_02.MESH
252386529	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_HALF_R_02_COLLISION.MESH
252387178	8828	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_L_01.MESH
252390206	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_L_01_COLLISION.MESH
252390864	767	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_L_01_THUMBNAIL.JPG
252391639	8522	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_L_02.MESH
252394619	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_L_02_COLLISION.MESH
252395277	8828	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_R_01.MESH
252398268	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_R_01_COLLISION.MESH
252398913	686	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_R_01_THUMBNAIL.JPG
252399607	8522	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_R_02.MESH
252402673	1830	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CAP_SLANT_WHOLE_R_02_COLLISION.MESH
252403315	3063	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CONVEX_01.MESH
252404241	1014	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CONVEX_01_COLLISION.MESH
252404695	609	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_CONVEX_01_THUMBNAIL.JPG
252405312	38872	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_DOOR_01.MESH
252418419	1422	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_DOOR_01_COLLISION.MESH
252418873	767	MEDIA/LEVELSETS/Z2DESERT/ZRPHRUINS_DOOR_01_THUMBNAIL.JPG
